update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,452.73075896752357,4,0.1673333305451605,0.264340473828294,0.0,0.7749999761581421,85.11111111111111,24.792222994069217,25.0,100.0,1.9449824374169111,0.03975334200852861,-0.019079310740835353,0.0072761352726047335,0.022186958990207572,0.1673333305451605,0.264340473828294,0.0,0.7749999761581421
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,517.1107215928721,8,0.1816666672627131,0.2696055929654153,0.0,0.8650000095367432,84.04761904761905,25.471695197529115,15.0,100.0,1.9447787298510473,0.046849121048580855,-0.0019656022371539925,0.002312581605754834,0.020286103243324194,0.1816666672627131,0.2696055929654153,0.0,0.8650000095367432
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,566.7117197337847,12,0.1622608692749687,0.29542500305697067,0.0,0.9190000295639038,84.8695652173913,28.37528677936073,9.0,100.0,1.9431272093206644,0.044645059834389635,-0.0005875874643000619,0.005997905084692927,0.029850049765076363,0.1622608692749687,0.29542500305697067,0.0,0.9190000295639038
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,564.7461093200319,15,0.32377778159247506,0.34487132616147537,0.0,0.9190000295639038,69.88888888888889,33.49027867056497,9.0,100.0,1.9307158297548692,0.11112542698780696,-0.0666899246959171,0.024247351529387135,0.07704378039986827,0.32377778159247506,0.34487132616147537,0.0,0.9190000295639038
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,564.05731102311,19,0.4242758658425561,0.3437211107124213,0.0,0.9190000295639038,60.13793103448276,33.54433416152527,9.0,100.0,1.922781850521763,0.14807151188142598,-0.04265599129818535,0.019915602156591678,0.07428997226840438,0.4242758658425561,0.3437211107124213,0.0,0.9190000295639038
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,524.6286051313954,23,0.37209090861407196,0.33089148201405516,0.0,0.8740000128746033,65.72727272727273,32.34498952090475,14.0,100.0,1.8936440317581098,0.1785516848322004,-0.041081742824947774,0.0197760114109163,0.078074604477354,0.37209090861407196,0.33089148201405516,0.0,0.8740000128746033
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,521.7327387599904,27,0.4241000006596247,0.2926856523328022,0.0,0.9010000228881836,61.766666666666666,29.460350001692483,11.0,100.0,1.854419428234299,0.19808841481183967,-0.025867513264529407,0.015381822136987466,0.06266607198749581,0.4241000006596247,0.2926856523328022,0.0,0.9010000228881836
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,521.9644553475149,31,0.4511794898754511,0.34127760739336166,0.0,0.9190000295639038,57.84615384615385,33.89239265792392,9.0,100.0,1.7874280239144962,0.21078408982915184,-0.041095627462103344,0.02342134711094938,0.1251472716792604,0.4511794898754511,0.34127760739336166,0.0,0.9190000295639038
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,517.3459212564603,35,0.5346585357697998,0.320198461886975,0.0,0.9190000295639038,49.53658536585366,32.05566618683407,9.0,100.0,1.795308184499542,0.2476943468209356,-0.06102558120255708,0.027875205923919566,0.16408581191981084,0.5346585357697998,0.320198461886975,0.0,0.9190000295639038
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,518.2902080417049,39,0.5148936170846858,0.33622594048098575,0.0,0.9100000262260437,51.06382978723404,33.08364914352524,10.0,100.0,1.78899707334737,0.2872080768768986,-0.032902888075720206,0.025383886010483064,0.1476190563857089,0.5148936170846858,0.33622594048098575,0.0,0.9100000262260437
11,22528,562.2820178026781,42,0.5942195137826408,0.29462605560478494,0.0,0.9369999766349792,43.73170731707317,30.099043328321756,7.0,100.0,1.7971197851002216,0.3212191737256944,-0.02098800955476084,0.020699552310664632,0.1035520750971098,0.5942195137826408,0.29462605560478494,0.0,0.9369999766349792
