MiniGrid-Empty-Random-5x5-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_1_1,10995.0,1426,7,0.90 0.06 0.52 0.99,11.0 6.8 1.0 53.0
MiniGrid-MultiRoom-N2-S4-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_4_4,39525.0,1640,24,0.01 0.09 0.00 0.84,39.5 3.1 7.0 40.0
MiniGrid-DLTestingW16H16T1Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_5_5,102503.0,1114,92,0.19 0.39 0.00 1.00,102.5 187.6 1.0 1280.0
MiniGrid-MultiRoom-N6-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_4_4,120960.0,1698,71,0.00 0.00 0.00 0.00,120.0 0.0 120.0 120.0
MiniGrid-DLTestingW16H16T1Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_4_4,126150.0,1104,114,0.19 0.38 0.00 1.00,126.2 218.3 1.0 1280.0
MiniGrid-Empty-16x16-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_2_2,239900.0,1382,173,0.79 0.15 0.00 0.96,239.9 164.7 47.0 1024.0
MiniGrid-DLTestingW9H9T1Goal-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_2_2,1165625.0,908,1283,0.10 0.23 0.00 0.97,1165.6 282.5 43.0 1280.0
MiniGrid-DLTestingW9H9T1Goal-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_5_5,1164527.0,974,1195,0.10 0.23 0.00 0.95,1164.5 285.5 64.0 1280.0
MiniGrid-ObstructedMaze-1Dlh-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_3_3,287566.0,1686,170,0.00 0.02 0.00 0.32,287.6 4.9 216.0 288.0
MiniGrid-MultiRoom-N2-S4-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_2_2,39306.0,1277,30,0.02 0.10 0.00 0.75,39.3 3.4 11.0 40.0
MiniGrid-DLTestingW16H16T2Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_5_5,148250.0,1130,131,0.39 0.46 0.00 1.00,148.2 213.9 1.0 1280.0
MiniGrid-DLTestingW9H9T2Goal-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_2_2,27329.0,888,30,0.59 0.48 0.00 1.00,27.3 25.4 1.0 212.0
MiniGrid-Empty-Random-5x5-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_5_5,10189.0,1081,9,0.91 0.05 0.62 0.99,10.2 5.4 1.0 42.0
MiniGrid-DLTestingW9H9T2Goal-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_5_5,42094.0,911,46,0.45 0.49 0.00 1.00,42.1 51.1 1.0 431.0
MiniGrid-DLTestingW9H9T0Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_2_2,24999.0,861,29,0.64 0.47 0.00 1.00,25.0 32.9 1.0 451.0
MiniGrid-DLTestingW9H9T0Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_5_5,23489.0,901,26,0.65 0.46 0.00 1.00,23.5 21.2 1.0 159.0
MiniGrid-UnlockPickup-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_4_4,289762.0,1704,170,0.00 0.03 0.00 0.61,287.5 8.7 125.0 288.0
MiniGrid-MultiRoom-N6-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_2_2,120960.0,1158,104,0.00 0.00 0.00 0.00,120.0 0.0 120.0 120.0
MiniGrid-DLTestingW9H9T1Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_2_2,46122.0,884,52,0.22 0.41 0.00 1.00,46.1 77.7 1.0 779.0
MiniGrid-DLTestingW9H9T1Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_5_5,34271.0,894,38,0.21 0.41 0.00 1.00,34.3 61.8 1.0 729.0
MiniGrid-Empty-16x16-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_1_1,460872.0,1501,307,0.59 0.27 0.00 0.93,460.9 285.3 75.0 1024.0
MiniGrid-ObstructedMaze-1Dlhb-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_3_3,290243.0,1611,180,0.00 0.01 0.00 0.22,287.9 1.4 250.0 288.0
MiniGrid-DLTestingW9H9T2Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_5_5,35239.0,1028,34,0.35 0.47 0.00 1.00,35.2 50.6 1.0 554.0
MiniGrid-DLTestingW9H9T2Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_2_2,48630.0,880,55,0.28 0.44 0.00 1.00,48.6 69.4 1.0 729.0
MiniGrid-MultiRoom-N2-S4-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_1_1,39473.0,1432,27,0.02 0.10 0.00 0.91,39.3 3.6 4.0 40.0
MiniGrid-Empty-16x16-v0_MiniGrid-DLEnv-random-v0_Quantization_1_1,651809.0,1700,383,0.39 0.34 0.00 0.94,651.8 339.4 66.0 1024.0
MiniGrid-Empty-16x16-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_5_5,199144.0,1155,172,0.82 0.14 0.00 0.95,199.1 150.0 53.0 1024.0
MiniGrid-DLTestingW16H16T2Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_4_4,311304.0,1111,280,0.37 0.46 0.00 1.00,311.3 474.7 1.0 1280.0
MiniGrid-DistShift1-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_3_3,86630.0,1471,58,0.49 0.34 0.00 0.93,86.6 60.0 2.0 252.0
MiniGrid-MultiRoom-N2-S4-v0_MiniGrid-DLEnv-random-v0_Quantization_1_1,38747.0,1650,23,0.04 0.13 0.00 0.84,38.7 4.7 7.0 40.0
MiniGrid-DLTestingW9H9T1Goal-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_1_1,1162639.0,910,1277,0.10 0.24 0.00 0.96,1162.6 287.7 59.0 1280.0
MiniGrid-Empty-Random-5x5-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_4_4,9824.0,1049,9,0.91 0.05 0.57 0.99,9.8 5.6 1.0 48.0
MiniGrid-MultiRoom-N2-S4-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_5_5,38952.0,1069,36,0.03 0.13 0.00 0.87,39.0 4.7 6.0 40.0
MiniGrid-DistShift2-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_3_3,43953.0,1540,28,0.74 0.27 0.00 0.94,44.0 19.5 2.0 172.0
MiniGrid-DLTestingW16H16T1Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_5_5,84466.0,1000,84,0.21 0.40 0.00 1.00,84.5 164.6 1.0 1280.0
MiniGrid-DLTestingW16H16T1Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_2_2,69473.0,885,78,0.22 0.40 0.00 1.00,69.5 132.2 1.0 1280.0
MiniGrid-MultiRoom-N6-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_1_1,120960.0,1387,87,0.00 0.00 0.00 0.00,120.0 0.0 120.0 120.0
MiniGrid-ObstructedMaze-1Dlh-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_4_4,290044.0,1451,199,0.00 0.02 0.00 0.58,287.7 5.9 134.0 288.0
MiniGrid-MultiRoom-N6-v0_MiniGrid-DLEnv-random-v0_Quantization_1_1,120960.0,1663,72,0.00 0.00 0.00 0.00,120.0 0.0 120.0 120.0
MiniGrid-DLTestingW9H9T2Goal-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_1_1,57632.0,905,63,0.56 0.48 0.00 1.00,57.6 81.6 1.0 720.0
MiniGrid-UnlockPickup-v0_MiniGrid-DLEnv-random-v0_Adaptive_Hierachical_2_2,289984.0,1323,219,0.00 0.02 0.00 0.47,287.7 5.4 171.0 288.0
MiniGrid-DLTestingW9H9T0Objects-random-v0_MiniGrid-DLEnv-random-v0_Adaptive_Quantization_1_1,28415.0,840,33,0.65 0.46 0.00 1.00,28.4 55.0 1.0 1066.0
